P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions,,,,,,,,
13087407,13087404,13087564,13087771,13087508,13087402,13087486,13087426,13087558,13087862,,1. Locate the player you want to select in the list below ,,,,,,,,
13087407,13087404,13087564,13087419,13087523,13087483,13087486,13087558,13087658,13087862,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) ,,,,,,,,
13087407,13087404,13087470,13087419,13087508,13087483,13087607,13087426,13087558,13087422,,3. Paste the ID into the roster position desired ,,,,,,,,
13087407,13087404,13087439,13087419,13087508,13087402,13087697,13087426,13087558,13087519,,4. You must include an ID for each player; you cannot use just the player's name ,,,,,,,,
13087407,13087805,13087564,13087771,13087523,13087483,13087486,13087426,13087558,13087744,,5. You can create up to 500 lineups per file ,,,,,,,,
13087407,13087404,13087538,13087771,13087523,13087493,13087486,13087558,13087422,13087862,,,,,,,,,,
13087407,13087404,13087538,13087573,13087414,13087412,13087697,13087558,13087481,13087744,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
13087407,13087404,13087538,13087419,13087508,13087402,13087466,13087422,13087519,13087744,,SP,Max Scherzer (13087405),Max Scherzer,13087405,P,12800,WAS@SF 08/06/2019 09:45PM ET,WAS,26.68
13087407,13087404,13087470,13087521,13087414,13087483,13087697,13087426,13087422,13087658,,SP,Clayton Kershaw (13087404),Clayton Kershaw,13087404,P,11800,STL@LAD 08/06/2019 10:10PM ET,LAD,21.27
13087407,13087404,13087564,13087771,13087523,13087412,13087697,13087558,13087862,13087481,,SP,Stephen Strasburg (13087488),Stephen Strasburg,13087488,P,11600,WAS@SF 08/06/2019 09:45PM ET,WAS,21.42
13087407,13087404,13087462,13087573,13087523,13087402,13087486,13087558,13087862,13087511,,SP,Walker Buehler (13087709),Walker Buehler,13087709,P,10900,STL@LAD 08/06/2019 10:10PM ET,LAD,22.41
13087407,13087404,13087387,13087573,13087502,13087479,13087659,13087426,13087658,13087777,,SP,Patrick Corbin (13087492),Patrick Corbin,13087492,P,10800,WAS@SF 08/06/2019 09:45PM ET,WAS,20.82
13087407,13087404,13087538,13087521,13087523,13087483,13087607,13087426,13087422,13087481,,SP,Robbie Ray (13087575),Robbie Ray,13087575,P,10400,PHI@ARI 08/06/2019 09:40PM ET,ARI,19.64
13087437,13087404,13087564,13087771,13087778,13087412,13087486,13087558,13087494,13087862,,SP,Rich Hill (13087368),Rich Hill,13087368,P,10300,STL@LAD 08/06/2019 10:10PM ET,LAD,19.06
13087407,13087404,13087822,13087524,13087414,13087412,13087697,13087426,13087558,13087862,,SP,Aaron Nola (13087662),Aaron Nola,13087662,P,10100,PHI@ARI 08/06/2019 09:40PM ET,PHI,19.09
13087407,13087404,13087439,13087419,13087508,13087483,13087466,13087558,13087744,13087614,,SP,Garrett Richards (13087491),Garrett Richards,13087491,P,9900,SD@SEA 08/06/2019 10:10PM ET,SD,0
13087407,13087404,13087538,13087638,13087523,13087483,13087739,13087558,13087658,13087533,,SP,Carlos Martinez (13087557),Carlos Martinez,13087557,P,9700,STL@LAD 08/06/2019 10:10PM ET,STL,3.35
13087404,13087805,13087644,13087573,13087778,13087402,13087560,13087426,13087494,13087833,,SP,Chris Paddack (13087841),Chris Paddack,13087841,P,9600,SD@SEA 08/06/2019 10:10PM ET,SD,18.26
13087407,13087404,13087564,13087524,13087508,13087402,13087466,13087558,13087519,13087614,,SP,Alex Reyes (13087763),Alex Reyes,13087763,P,9200,STL@LAD 08/06/2019 10:10PM ET,STL,-1.51
13087407,13087805,13087564,13087524,13087523,13087479,13087486,13087558,13087422,13087511,,SP,Taylor Widener (13087876),Taylor Widener,13087876,P,8700,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,SP,Johnny Cueto (13087399),Johnny Cueto,13087399,P,8700,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,SP,Jeff Samardzija (13087410),Jeff Samardzija,13087410,P,8700,WAS@SF 08/06/2019 09:45PM ET,SF,14.8
,,,,,,,,,,,SP,Jack Flaherty (13087781),Jack Flaherty,13087781,P,8600,STL@LAD 08/06/2019 10:10PM ET,STL,14.66
,,,,,,,,,,,SP,Yadier Alvarez (13087816),Yadier Alvarez,13087816,P,8600,STL@LAD 08/06/2019 10:10PM ET,LAD,0
,,,,,,,,,,,SP,Luke Weaver (13087664),Luke Weaver,13087664,P,8500,PHI@ARI 08/06/2019 09:40PM ET,ARI,17.25
,,,,,,,,,,,SP,Daniel Ponce de Leon (13087586),Daniel Ponce de Leon,13087586,P,8500,STL@LAD 08/06/2019 10:10PM ET,STL,11.89
,,,,,,,,,,,SP,Dinelson Lamet (13087805),Dinelson Lamet,13087805,P,8500,SD@SEA 08/06/2019 10:10PM ET,SD,13.19
,,,,,,,,,,,SP,Mike Leake (13087413),Mike Leake,13087413,P,8400,PHI@ARI 08/06/2019 09:40PM ET,ARI,14.37
,,,,,,,,,,,SP,Taijuan Walker (13087562),Taijuan Walker,13087562,P,8400,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,SP,Hyun-Jin Ryu (13087727),Hyun-Jin Ryu,13087727,P,8300,STL@LAD 08/06/2019 10:10PM ET,LAD,21.13
,,,,,,,,,,,RP,Austin Gomber (13087772),Austin Gomber,13087772,P,8300,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,SP,Jacob Nix (13087785),Jacob Nix,13087785,P,8300,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,SP,Zach Eflin (13087693),Zach Eflin,13087693,P,8100,PHI@ARI 08/06/2019 09:40PM ET,PHI,12.42
,,,,,,,,,,,SP,Zac Gallen (13087807),Zac Gallen,13087807,P,8100,PHI@ARI 08/06/2019 09:40PM ET,ARI,17.54
,,,,,,,,,,,SP,Brett Kennedy (13087842),Brett Kennedy,13087842,P,8100,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,SP,Joel Payamps (13087629),Joel Payamps,13087629,P,8000,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,SP,Tommy Milone (13087471),Tommy Milone,13087471,P,8000,SD@SEA 08/06/2019 10:10PM ET,SEA,13.2
,,,,,,,,,,,SP,Anibal Sanchez (13087373),Anibal Sanchez,13087373,P,8000,WAS@SF 08/06/2019 09:45PM ET,WAS,13.62
,,,,,,,,,,,SP,JoJo Romero (13087870),JoJo Romero,13087870,P,7900,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,RP,Ryan Helsley (13087829),Ryan Helsley,13087829,P,7900,STL@LAD 08/06/2019 10:10PM ET,STL,5.14
,,,,,,,,,,,SP,Vince Velasquez (13087563),Vince Velasquez,13087563,P,7800,PHI@ARI 08/06/2019 09:40PM ET,PHI,9.18
,,,,,,,,,,,SP,Pedro Avila (13087820),Pedro Avila,13087820,P,7800,SD@SEA 08/06/2019 10:10PM ET,SD,15.8
,,,,,,,,,,,SP,Archie Bradley (13087632),Archie Bradley,13087632,P,7700,PHI@ARI 08/06/2019 09:40PM ET,ARI,3.71
,,,,,,,,,,,SP,Justin Dunn (13087761),Justin Dunn,13087761,P,7700,SD@SEA 08/06/2019 10:10PM ET,SEA,0
,,,,,,,,,,,SP,Ariel Miranda (13087851),Ariel Miranda,13087851,P,7700,SD@SEA 08/06/2019 10:10PM ET,SEA,0
,,,,,,,,,,,RP,Matt Andriese (13087605),Matt Andriese,13087605,P,7600,PHI@ARI 08/06/2019 09:40PM ET,ARI,3.18
,,,,,,,,,,,SP,Adonis Medina (13087804),Adonis Medina,13087804,P,7600,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,SP,Dustin May (13087872),Dustin May,13087872,P,7600,STL@LAD 08/06/2019 10:10PM ET,LAD,7.35
,,,,,,,,,,,SP,Madison Bumgarner (13087432),Madison Bumgarner,13087432,P,7600,WAS@SF 08/06/2019 09:45PM ET,SF,16.72
,,,,,,,,,,,SP,Ross Stripling (13087651),Ross Stripling,13087651,P,7500,STL@LAD 08/06/2019 10:10PM ET,LAD,8.59
,,,,,,,,,,,SP,Jason Vargas (13087386),Jason Vargas,13087386,P,7400,PHI@ARI 08/06/2019 09:40PM ET,PHI,13.16
,,,,,,,,,,,SP,Joey Lucchesi (13087871),Joey Lucchesi,13087871,P,7400,SD@SEA 08/06/2019 10:10PM ET,SD,15.23
,,,,,,,,,,,SP,Andrew Suarez (13087652),Andrew Suarez,13087652,P,7300,WAS@SF 08/06/2019 09:45PM ET,SF,1.88
,,,,,,,,,,,RP,Sam Coonrod (13087775),Sam Coonrod,13087775,P,7300,WAS@SF 08/06/2019 09:45PM ET,SF,3.41
,,,,,,,,,,,SP,Adam Wainwright (13087357),Adam Wainwright,13087357,P,7200,STL@LAD 08/06/2019 10:10PM ET,STL,13.77
,,,,,,,,,,,SP,Marco Gonzales (13087587),Marco Gonzales,13087587,P,7200,SD@SEA 08/06/2019 10:10PM ET,SEA,13.15
,,,,,,,,,,,SP,Austin Voth (13087674),Austin Voth,13087674,P,7200,WAS@SF 08/06/2019 09:45PM ET,WAS,13.42
,,,,,,,,,,,SP,Conner Menez (13087878),Conner Menez,13087878,P,7200,WAS@SF 08/06/2019 09:45PM ET,SF,16.25
,,,,,,,,,,,SP,Jerad Eickhoff (13087596),Jerad Eickhoff,13087596,P,7100,PHI@ARI 08/06/2019 09:40PM ET,PHI,10.37
,,,,,,,,,,,SP,Ranger Suarez (13087723),Ranger Suarez,13087723,P,7100,PHI@ARI 08/06/2019 09:40PM ET,PHI,5.13
,,,,,,,,,,,SP,Corbin Martin (13087859),Corbin Martin,13087859,P,7100,PHI@ARI 08/06/2019 09:40PM ET,ARI,8.1
,,,,,,,,,,,SP,Erik Swanson (13087789),Erik Swanson,13087789,P,7100,SD@SEA 08/06/2019 10:10PM ET,SEA,5.63
,,,,,,,,,,,SP,Alex Young (13087717),Alex Young,13087717,P,7000,PHI@ARI 08/06/2019 09:40PM ET,ARI,16.11
,,,,,,,,,,,SP,Bo Takahashi (13087801),Bo Takahashi,13087801,P,7000,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,SP,Enyel De Los Santos (13087853),Enyel De Los Santos,13087853,P,7000,PHI@ARI 08/06/2019 09:40PM ET,PHI,2.79
,,,,,,,,,,,SP,Kenta Maeda (13087428),Kenta Maeda,13087428,P,7000,STL@LAD 08/06/2019 10:10PM ET,LAD,13.04
,,,,,,,,,,,SP,Miles Mikolas (13087498),Miles Mikolas,13087498,P,7000,STL@LAD 08/06/2019 10:10PM ET,STL,13.06
,,,,,,,,,,,SP,Tony Gonsolin (13087875),Tony Gonsolin,13087875,P,7000,STL@LAD 08/06/2019 10:10PM ET,LAD,14.77
,,,,,,,,,,,SP,Dietrich Enns (13087620),Dietrich Enns,13087620,P,7000,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,SP,Logan Webb (13087784),Logan Webb,13087784,P,7000,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,SP,James Bourque (13087791),James Bourque,13087791,P,7000,WAS@SF 08/06/2019 09:45PM ET,WAS,-9.5
,,,,,,,,,,,SP,Zack Godley (13087530),Zack Godley,13087530,P,6900,PHI@ARI 08/06/2019 09:40PM ET,ARI,4.41
,,,,,,,,,,,SP,Williams Perez (13087545),Williams Perez,13087545,P,6900,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,SP,Matt Strahm (13087711),Matt Strahm,13087711,P,6900,SD@SEA 08/06/2019 10:10PM ET,SD,9.39
,,,,,,,,,,,SP,Tyler Beede (13087639),Tyler Beede,13087639,P,6900,WAS@SF 08/06/2019 09:45PM ET,SF,9.7
,,,,,,,,,,,SP,Robbie Erlin (13087495),Robbie Erlin,13087495,P,6800,SD@SEA 08/06/2019 10:10PM ET,SD,3.35
,,,,,,,,,,,SP,Eric Lauer (13087747),Eric Lauer,13087747,P,6800,SD@SEA 08/06/2019 10:10PM ET,SD,11.66
,,,,,,,,,,,SP,Dakota Hudson (13087758),Dakota Hudson,13087758,P,6700,STL@LAD 08/06/2019 10:10PM ET,STL,11.77
,,,,,,,,,,,SP,Genesis Cabrera (13087779),Genesis Cabrera,13087779,P,6700,STL@LAD 08/06/2019 10:10PM ET,STL,3.29
,,,,,,,,,,,SP,Felix Hernandez (13087378),Felix Hernandez,13087378,P,6700,SD@SEA 08/06/2019 10:10PM ET,SEA,8.22
,,,,,,,,,,,SP,Phil Hughes (13087381),Phil Hughes,13087381,P,6700,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,SP,Drew Smyly (13087566),Drew Smyly,13087566,P,6600,PHI@ARI 08/06/2019 09:40PM ET,PHI,8.19
,,,,,,,,,,,SP,Merrill Kelly (13087602),Merrill Kelly,13087602,P,6600,PHI@ARI 08/06/2019 09:40PM ET,ARI,12.94
,,,,,,,,,,,SP,Daniel Hudson (13087468),Daniel Hudson,13087468,P,6500,WAS@SF 08/06/2019 09:45PM ET,WAS,3.5
,,,,,,,,,,,SP,Julio Urias (13087730),Julio Urias,13087730,P,6400,STL@LAD 08/06/2019 10:10PM ET,LAD,8.31
,,,,,,,,,,,SP,Cal Quantrill (13087753),Cal Quantrill,13087753,P,6400,SD@SEA 08/06/2019 10:10PM ET,SD,11
,,,,,,,,,,,SP,Adrian Morejon (13087887),Adrian Morejon,13087887,P,6400,SD@SEA 08/06/2019 10:10PM ET,SD,3.34
,,,,,,,,,,,SP,Jeremy Hellickson (13087400),Jeremy Hellickson,13087400,P,6400,WAS@SF 08/06/2019 09:45PM ET,WAS,6.77
,,,,,,,,,,,SP,Jon Duplantier (13087828),Jon Duplantier,13087828,P,6300,PHI@ARI 08/06/2019 09:40PM ET,ARI,7.76
,,,,,,,,,,,SP,Bryan Mitchell (13087507),Bryan Mitchell,13087507,P,6300,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,SP,Nick Margevicius (13087893),Nick Margevicius,13087893,P,6300,SD@SEA 08/06/2019 10:10PM ET,SD,6.32
,,,,,,,,,,,SP,Jake Arrieta (13087437),Jake Arrieta,13087437,P,6200,PHI@ARI 08/06/2019 09:40PM ET,PHI,12.64
,,,,,,,,,,,SP,Ty Blach (13087704),Ty Blach,13087704,P,6200,WAS@SF 08/06/2019 09:45PM ET,SF,-5.28
,,,,,,,,,,,SP,Kyle McGowin (13087751),Kyle McGowin,13087751,P,6100,WAS@SF 08/06/2019 09:45PM ET,WAS,4.13
,,,,,,,,,,,SP,Kris Medlen (13087418),Kris Medlen,13087418,P,6000,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,SP,Michael Wacha (13087678),Michael Wacha,13087678,P,6000,STL@LAD 08/06/2019 10:10PM ET,STL,8.51
,,,,,,,,,,,SP,Garrett Williams (13087756),Garrett Williams,13087756,P,6000,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,SP,Ricardo Sanchez (13087800),Ricardo Sanchez,13087800,P,5900,SD@SEA 08/06/2019 10:10PM ET,SEA,0
,,,,,,,,,,,RP,Sean Doolittle (13087442),Sean Doolittle,13087442,P,5900,WAS@SF 08/06/2019 09:45PM ET,WAS,3.63
,,,,,,,,,,,SP,Wil Crowe (13087755),Wil Crowe,13087755,P,5900,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,SP,Braden Shipley (13087738),Braden Shipley,13087738,P,5800,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Kenley Jansen (13087398),Kenley Jansen,13087398,P,5700,STL@LAD 08/06/2019 10:10PM ET,LAD,3.8
,,,,,,,,,,,RP,Andrew Miller (13087403),Andrew Miller,13087403,P,5700,STL@LAD 08/06/2019 10:10PM ET,STL,2.92
,,,,,,,,,,,RP,Will Smith (13087474),Will Smith,13087474,P,5700,WAS@SF 08/06/2019 09:45PM ET,SF,4.3
,,,,,,,,,,,SP,Joe Ross (13087640),Joe Ross,13087640,P,5700,WAS@SF 08/06/2019 09:45PM ET,WAS,1.82
,,,,,,,,,,,SP,Nick Pivetta (13087745),Nick Pivetta,13087745,P,5600,PHI@ARI 08/06/2019 09:40PM ET,PHI,9.6
,,,,,,,,,,,SP,Wade LeBlanc (13087407),Wade LeBlanc,13087407,P,5600,SD@SEA 08/06/2019 10:10PM ET,SEA,10.32
,,,,,,,,,,,SP,Erick Fedde (13087663),Erick Fedde,13087663,P,5600,WAS@SF 08/06/2019 09:45PM ET,WAS,6.59
,,,,,,,,,,,RP,Silvino Bracho (13087692),Silvino Bracho,13087692,P,5500,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,OF,Cody Bellinger (13087744),Cody Bellinger,13087744,OF,5500,STL@LAD 08/06/2019 10:10PM ET,LAD,11.31
,,,,,,,,,,,SP,Melvin Adon (13087823),Melvin Adon,13087823,P,5500,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,RP,Yoan Lopez (13087815),Yoan Lopez,13087815,P,5400,PHI@ARI 08/06/2019 09:40PM ET,ARI,2.2
,,,,,,,,,,,2B/OF,Ketel Marte (13087625),Ketel Marte,13087625,2B/OF,5300,PHI@ARI 08/06/2019 09:40PM ET,ARI,9.85
,,,,,,,,,,,SP,Cole Irvin (13087714),Cole Irvin,13087714,P,5300,PHI@ARI 08/06/2019 09:40PM ET,PHI,5.58
,,,,,,,,,,,RP,Dennis Santana (13087735),Dennis Santana,13087735,P,5200,STL@LAD 08/06/2019 10:10PM ET,LAD,2.68
,,,,,,,,,,,RP,Reyes Moronta (13087631),Reyes Moronta,13087631,P,5200,WAS@SF 08/06/2019 09:45PM ET,SF,3.92
,,,,,,,,,,,RP,Jimmie Sherfy (13087746),Jimmie Sherfy,13087746,P,5100,PHI@ARI 08/06/2019 09:40PM ET,ARI,5.63
,,,,,,,,,,,RP,Giovanny Gallegos (13087722),Giovanny Gallegos,13087722,P,5100,STL@LAD 08/06/2019 10:10PM ET,STL,5.12
,,,,,,,,,,,SS,Fernando Tatis Jr. (13087883),Fernando Tatis Jr.,13087883,SS,5100,SD@SEA 08/06/2019 10:10PM ET,SD,10.62
,,,,,,,,,,,SP,Henderson Alvarez (13087484),Henderson Alvarez,13087484,P,5100,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,RP,Juan Nicasio (13087456),Juan Nicasio,13087456,P,5000,PHI@ARI 08/06/2019 09:40PM ET,PHI,2.17
,,,,,,,,,,,SP,Matt Koch (13087520),Matt Koch,13087520,P,5000,PHI@ARI 08/06/2019 09:40PM ET,ARI,-0.03
,,,,,,,,,,,SP,Yusei Kikuchi (13087553),Yusei Kikuchi,13087553,P,5000,SD@SEA 08/06/2019 10:10PM ET,SEA,8.61
,,,,,,,,,,,3B,Anthony Rendon (13087479),Anthony Rendon,13087479,3B,5000,WAS@SF 08/06/2019 09:45PM ET,WAS,10.62
,,,,,,,,,,,3B,Eduardo Escobar (13087483),Eduardo Escobar,13087483,3B,4900,PHI@ARI 08/06/2019 09:40PM ET,ARI,9.37
,,,,,,,,,,,OF,Corey Dickerson (13087511),Corey Dickerson,13087511,OF,4900,PHI@ARI 08/06/2019 09:40PM ET,PHI,6.94
,,,,,,,,,,,SP,Jake Woodford (13087834),Jake Woodford,13087834,P,4900,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,SP,Dan Straily (13087509),Dan Straily,13087509,P,4800,PHI@ARI 08/06/2019 09:40PM ET,PHI,1.36
,,,,,,,,,,,SP,Taylor Clarke (13087837),Taylor Clarke,13087837,P,4800,PHI@ARI 08/06/2019 09:40PM ET,ARI,8.57
,,,,,,,,,,,OF,Alex Dickerson (13087549),Alex Dickerson,13087549,OF,4800,WAS@SF 08/06/2019 09:45PM ET,SF,7.36
,,,,,,,,,,,SP,Dereck Rodriguez (13087649),Dereck Rodriguez,13087649,P,4800,WAS@SF 08/06/2019 09:45PM ET,SF,5.53
,,,,,,,,,,,OF,Juan Soto (13087854),Juan Soto,13087854,OF,4800,WAS@SF 08/06/2019 09:45PM ET,WAS,9.61
,,,,,,,,,,,RP,Andrew Chafin (13087634),Andrew Chafin,13087634,P,4700,PHI@ARI 08/06/2019 09:40PM ET,ARI,1.98
,,,,,,,,,,,RP,Pedro Baez (13087451),Pedro Baez,13087451,P,4700,STL@LAD 08/06/2019 10:10PM ET,LAD,3.26
,,,,,,,,,,,1B/2B,Max Muncy (13087524),Max Muncy,13087524,1B/2B,4700,STL@LAD 08/06/2019 10:10PM ET,LAD,8.9
,,,,,,,,,,,SP,Caleb Ferguson (13087797),Caleb Ferguson,13087797,P,4700,STL@LAD 08/06/2019 10:10PM ET,LAD,2.12
,,,,,,,,,,,RP,Dan Winkler (13087594),Dan Winkler,13087594,P,4700,WAS@SF 08/06/2019 09:45PM ET,SF,2.32
,,,,,,,,,,,SS,Trea Turner (13087659),Trea Turner,13087659,SS,4700,WAS@SF 08/06/2019 09:45PM ET,WAS,9.86
,,,,,,,,,,,RP,Austin Davis (13087787),Austin Davis,13087787,P,4600,PHI@ARI 08/06/2019 09:40PM ET,PHI,1.95
,,,,,,,,,,,RP,Luke Gregerson (13087423),Luke Gregerson,13087423,P,4600,STL@LAD 08/06/2019 10:10PM ET,STL,-0.08
,,,,,,,,,,,RP,Joe Kelly (13087496),Joe Kelly,13087496,P,4600,STL@LAD 08/06/2019 10:10PM ET,LAD,3.15
,,,,,,,,,,,OF/SS,Chris Taylor (13087681),Chris Taylor,13087681,SS/OF,4600,STL@LAD 08/06/2019 10:10PM ET,LAD,6.22
,,,,,,,,,,,RP,Josh Sborz (13087773),Josh Sborz,13087773,P,4600,STL@LAD 08/06/2019 10:10PM ET,LAD,-4.02
,,,,,,,,,,,RP,Tony Watson (13087420),Tony Watson,13087420,P,4600,WAS@SF 08/06/2019 09:45PM ET,SF,2.46
,,,,,,,,,,,SP,Matt Grace (13087552),Matt Grace,13087552,P,4600,WAS@SF 08/06/2019 09:45PM ET,WAS,1.39
,,,,,,,,,,,1B/OF,Jay Bruce (13087391),Jay Bruce,13087391,1B/OF,4500,PHI@ARI 08/06/2019 09:40PM ET,PHI,7.98
,,,,,,,,,,,OF,Jarrod Dyson (13087422),Jarrod Dyson,13087422,OF,4500,PHI@ARI 08/06/2019 09:40PM ET,ARI,6.91
,,,,,,,,,,,RP,Edward Paredes (13087434),Edward Paredes,13087434,P,4500,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,C,J.T. Realmuto (13087564),J.T. Realmuto,13087564,C,4500,PHI@ARI 08/06/2019 09:40PM ET,PHI,7.63
,,,,,,,,,,,RP,Joey Krehbiel (13087654),Joey Krehbiel,13087654,P,4500,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,1B,Rhys Hoskins (13087771),Rhys Hoskins,13087771,1B,4500,PHI@ARI 08/06/2019 09:40PM ET,PHI,8.77
,,,,,,,,,,,RP,Chasen Shreve (13087572),Chasen Shreve,13087572,P,4500,STL@LAD 08/06/2019 10:10PM ET,STL,2.03
,,,,,,,,,,,SP,Austin Adams (13087706),Austin Adams,13087706,P,4500,SD@SEA 08/06/2019 10:10PM ET,SEA,4.93
,,,,,,,,,,,RP,Fernando Rodney (13087356),Fernando Rodney,13087356,P,4500,WAS@SF 08/06/2019 09:45PM ET,WAS,1.52
,,,,,,,,,,,SP,Shaun Anderson (13087762),Shaun Anderson,13087762,P,4500,WAS@SF 08/06/2019 09:45PM ET,SF,8.9
,,,,,,,,,,,1B,Christian Walker (13087531),Christian Walker,13087531,1B,4400,PHI@ARI 08/06/2019 09:40PM ET,ARI,7.9
,,,,,,,,,,,OF,Bryce Harper (13087558),Bryce Harper,13087558,OF,4400,PHI@ARI 08/06/2019 09:40PM ET,PHI,8.71
,,,,,,,,,,,3B/OF,Scott Kingery (13087808),Scott Kingery,13087808,3B/OF,4400,PHI@ARI 08/06/2019 09:40PM ET,PHI,8.18
